text.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
30.38366849999875,30.38366849999875,right,6.467934200001764,014878,001,2023-07-06_22h08.38.229,untitled,2023.1.2,60.72718373244655,
