text.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
12.119128899998032,12.119128899998032,right,1.145518400000583,839480,001,2023-07-07_18h04.37.840,untitled,2023.1.2,60.13373743357412,
