text.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
12.529801399999997,12.529801399999997,right,2.886981800002104,711735,001,2023-07-07_08h32.18.937,untitled,2023.1.2,60.10211349084328,
